"","title","rank","studio","lifetime_gross","year","omdb.Awards","omdb.Genre","omdb.Metascore","omdb.imdbRating"
"4264","The Parent Trap",1199,"BV",66308518,1998,NA,NA,NA,NA
"4265","The Passion of the Christ",40,"NM",370782930,2004,"Nominated for 3 Oscars. Another 28 wins & 21 nominations.","Drama","47","7.2"
"4266","The Patriot",575,"Sony",113330342,2000,NA,NA,NA,NA
"4267","The Peacemaker",1997,"DW",41263140,1997,NA,NA,NA,NA
"4268","The Peanuts Movie",451,"Fox",130178411,2015,"Nominated for 1 Golden Globe. Another 1 win & 45 nominations.","Animation, Adventure, Comedy, Family","67","7.1"
"4269","The Pelican Brief",696,"WB",100768056,1993,NA,NA,NA,NA
"4270","The People Under the Stairs",3042,"Uni.",24204154,1991,NA,NA,NA,NA
"4271","The People Vs. Larry Flynt",3375,"Sony",20300385,1996,NA,NA,NA,NA
"4272","The Perfect Guy",1438,"SGem",57027435,2015,NA,NA,NA,NA
"4273","The Perfect Man",3765,"Uni.",16535005,2005,NA,NA,NA,NA
"4274","The Perfect Match",4718,"LGF",9669521,2016,NA,NA,NA,NA
"4275","The Perfect Score",4599,"Par.",10391003,2004,NA,NA,NA,NA
"4276","The Perfect Storm",234,"WB",182618434,2000,"Nominated for 2 Oscars. Another 4 wins & 25 nominations.","Action, Adventure, Drama","59","6.4"
"4277","The Perfect Weapon",4080,"Par.",14061361,1991,NA,NA,NA,NA
"4278","The Perks of Being a Wallflower",3619,"LG/S",17742948,2012,NA,NA,NA,NA
"4279","The Phantom",3679,"Par.",17323326,1996,NA,NA,NA,NA
"4280","The Phantom of the Opera",1620,"WB",51268815,2004,NA,NA,NA,NA
"4281","The Philadelphia Experiment",4947,"NW",8103330,1984,NA,NA,NA,NA
"4282","The Pianist",2482,"Focus",32572577,2002,NA,NA,NA,NA
"4283","The Piano",2056,"Mira.",40157856,1993,NA,NA,NA,NA
"4284","The Pick-Up Artist",4181,"Fox",13290368,1987,NA,NA,NA,NA
"4285","The Pink Panther (1964)",4521,"UA",10878107,1964,NA,NA,NA,NA
"4286","The Pink Panther (2006)",908,"Sony",82226474,2006,NA,NA,NA,NA
"4287","The Pink Panther 2",2285,"Sony",35922978,2009,NA,NA,NA,NA
"4288","The Pink Panther Strikes Again",2400,"UA",33833201,1976,NA,NA,NA,NA
"4289","The Pirate Movie",4975,"Fox",7983086,1982,NA,NA,NA,NA
"4290","The Pirates Who Don't Do Anything",4232,"Uni.",12981269,2008,NA,NA,NA,NA
"4291","The Pirates! Band of Misfits",2591,"Sony",31051126,2012,NA,NA,NA,NA
"4292","The Place Beyond the Pines",3260,"Focus",21403519,2013,NA,NA,NA,NA
"4293","The Player",3222,"NL",21706101,1992,NA,NA,NA,NA
"4294","The Players Club",3121,"NL",23047939,1998,NA,NA,NA,NA
"4295","The Pledge",3434,"WB",19733089,2001,NA,NA,NA,NA
"4296","The Polar Express",223,"WB",186493472,2004,"Nominated for 3 Oscars. Another 5 wins & 23 nominations.","Animation, Adventure, Comedy, Family, Fantasy, Musical","61","6.6"
"4297","The Poseidon Adventure",863,"Fox",84563118,1972,NA,NA,NA,NA
"4298","The Possession",1697,"LGF",49130154,2012,NA,NA,NA,NA
"4299","The Post",910,"Fox",81903458,2017,NA,NA,NA,NA
"4300","The Postman",3631,"WB",17626234,1997,NA,NA,NA,NA
"4301","The Postman Always Rings Twice",4314,"Par.",12376625,1981,NA,NA,NA,NA
"4302","The Powerpuff Girls Movie",4446,"WB",11412414,2002,NA,NA,NA,NA
"4303","The Preacher's Wife",1728,"BV",48102795,1996,NA,NA,NA,NA
"4304","The Predator (2018)",1637,"Fox",50865052,2018,NA,NA,NA,NA
"4305","The Presidio",3370,"Par.",20324096,1988,NA,NA,NA,NA
"4306","The Prestige",1551,"BV",53089891,2006,NA,NA,NA,NA
"4307","The Prince and Me",2762,"Par.",28176497,2004,NA,NA,NA,NA
"4308","The Prince of Egypt",684,"DW",101413188,1998,NA,NA,NA,NA
"4309","The Prince of Tides",1032,"Col.",74787599,1991,NA,NA,NA,NA
"4310","The Princess and the Frog",646,"BV",104400899,2009,NA,NA,NA,NA
"4311","The Princess Bride",2606,"Fox",30857814,1987,NA,NA,NA,NA
"4312","The Princess Diaries",613,"BV",108248956,2001,NA,NA,NA,NA
"4313","The Princess Diaries 2: Royal Engagement",746,"BV",95170481,2004,NA,NA,NA,NA
"4314","The Principal",3433,"TriS",19734940,1987,NA,NA,NA,NA
"4315","The Producers",3464,"Uni.",19398532,2005,NA,NA,NA,NA
"4316","The Professional",3452,"Sony",19501238,1994,NA,NA,NA,NA
"4317","The Program",3122,"BV",23032565,1993,NA,NA,NA,NA
"4318","The Promise",4411,"Uni.",11606005,1979,"2 wins & 3 nominations.","Drama, History","49","6.1"
"4319","The Promise (2017)",4923,"ORF",8224288,2017,NA,NA,NA,NA
"4320","The Prophecy",3816,"Dim.",16115878,1995,NA,NA,NA,NA
"4321","The Proposal",297,"BV",163958031,2009,"Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.","Comedy, Drama, Romance","48","6.7"
"4322","The Protector (2006)",4360,"W/DD",12044087,2006,NA,NA,NA,NA
"4323","The Punisher",2402,"Lions",33810189,2004,NA,NA,NA,NA
"4324","The Puppet Masters",4851,"BV",8647042,1994,NA,NA,NA,NA
"4325","The Purge",1242,"Uni.",64473115,2013,NA,NA,NA,NA
"4326","The Purge: Anarchy",1077,"Uni.",71962800,2014,NA,NA,NA,NA
"4327","The Purge: Election Year",958,"Uni.",79213375,2016,NA,NA,NA,NA
"4328","The Purple Rose of Cairo",4555,"Orion",10631333,1985,NA,NA,NA,NA
"4329","The Pursuit of Happyness",298,"Sony",163566459,2006,"Nominated for 1 Oscar. Another 11 wins & 24 nominations.","Biography, Drama","64","8.0"
"4330","The Queen",1456,"Mira.",56441711,2006,NA,NA,NA,NA
"4331","The Quest",3225,"Uni.",21686547,1996,NA,NA,NA,NA
"4332","The Quick and the Dead",3536,"Sony",18636537,1995,NA,NA,NA,NA
"4333","The Quiet American",4230,"Mira.",12988801,2002,NA,NA,NA,NA
"4334","The Quiet Ones",4875,"LGF",8509867,2014,NA,NA,NA,NA
"4335","The Rage: Carrie 2",3618,"MGM",17762705,1999,NA,NA,NA,NA
"4336","The Rainmaker (1997)",1810,"Par.",45916769,1997,NA,NA,NA,NA
"4337","The Raven",3830,"Rela.",16008272,2012,NA,NA,NA,NA
"4338","The Reader",2385,"Wein.",34194407,2008,NA,NA,NA,NA
"4339","The Reaping",2976,"WB",25126214,2007,NA,NA,NA,NA
"4340","The Recruit",1564,"BV",52802140,2003,NA,NA,NA,NA
"4341","The Red Violin",4739,"Lions",9495408,1998,NA,NA,NA,NA
"4342","The Ref",4443,"BV",11439193,1994,NA,NA,NA,NA
"4343","The Relic",2396,"Par.",33956608,1997,NA,NA,NA,NA
"4344","The Remains of the Day",3108,"Col.",23237911,1993,NA,NA,NA,NA
"4345","The Replacement Killers",3479,"Sony",19204929,1998,NA,NA,NA,NA
"4346","The Replacements",1857,"WB",44737059,2000,NA,NA,NA,NA
"4347","The Rescuers",1094,"Dis.",71215869,1977,NA,NA,NA,NA
"4348","The Rescuers Down Under",2772,"BV",27931461,1990,NA,NA,NA,NA
"4349","The Revenant",230,"Fox",183637894,2015,"Won 3 Oscars. Another 86 wins & 181 nominations.","Action, Adventure, Drama","76","8.0"
"4350","The Rich Man's Wife",4869,"BV",8543587,1996,NA,NA,NA,NA
"4351","The Right Stuff",3283,"WB",21192102,1983,NA,NA,NA,NA
"4352","The Ring",456,"DW",129128133,2002,"14 wins & 11 nominations.","Horror, Mystery","57","7.1"
"4353","The Ring Two",999,"DW",76231249,2005,NA,NA,NA,NA
"4354","The Ringer",2310,"FoxS",35428675,2005,NA,NA,NA,NA
"4355","The Rite",2449,"WB (NL)",33047633,2011,NA,NA,NA,NA
"4356","The River",4437,"Uni.",11489982,1984,NA,NA,NA,NA
"4357","The River Wild",1781,"Uni.",46816343,1994,NA,NA,NA,NA
"4358","The Road",4942,"W/Dim.",8117000,2009,NA,NA,NA,NA
"4359","The Road to El Dorado",1638,"DW",50863742,2000,NA,NA,NA,NA
"4360","The Road Warrior",3075,"WB",23667907,1982,NA,NA,NA,NA
"4361","The Robe",2280,"Fox",3.6e+07,1953,NA,NA,NA,NA
"4362","The Rock",427,"BV",134069511,1996,"Nominated for 1 Oscar. Another 9 wins & 8 nominations.","Action, Adventure, Thriller","58","7.4"
"4363","The Rocketeer",1785,"BV",46704056,1991,NA,NA,NA,NA
"4364","The Rocky Horror Picture Show",580,"Fox",112892319,1975,NA,NA,NA,NA
"4365","The Rookie",1016,"BV",75600072,2002,NA,NA,NA,NA
"4366","The Rookie (1990)",3229,"WB",21633874,1990,NA,NA,NA,NA
"4367","The Roommate",2206,"SGem",37300107,2011,NA,NA,NA,NA
"4368","The Rose",2705,"Fox",29174648,1979,NA,NA,NA,NA
"4369","The Royal Tenenbaums",1576,"BV",52364010,2001,NA,NA,NA,NA
"4370","The Rugrats Movie",700,"Par.",100494675,1998,NA,NA,NA,NA
"4371","The Ruins",3663,"P/DW",17432844,2008,NA,NA,NA,NA
"4372","The Rum Diary",4205,"FD",13109815,2011,NA,NA,NA,NA
"4373","The Rundown",1744,"Uni.",47726342,2003,NA,NA,NA,NA
"4374","The Running Man",2156,"TriS",38122105,1987,NA,NA,NA,NA
"4375","The Russia House",3124,"MGM",22997992,1990,NA,NA,NA,NA
"4376","The Saint",1310,"Par.",61363304,1997,NA,NA,NA,NA
"4377","The Sandlot",2491,"Fox",32434006,1993,NA,NA,NA,NA
"4378","The Santa Clause",368,"BV",144833357,1994,"2 wins & 8 nominations.","Comedy, Drama, Family","57","6.4"
"4379","The Santa Clause 2",397,"BV",139236327,2002,"1 win & 3 nominations.","Comedy, Family, Fantasy","48","5.6"
"4380","The Santa Clause 3: The Escape Clause",865,"BV",84500122,2006,NA,NA,NA,NA
"4381","The Scarlet Letter",4601,"BV",10382407,1995,NA,NA,NA,NA
"4382","The Score",1096,"Par.",71107711,2001,NA,NA,NA,NA
"4383","The Scorpion King",790,"Uni.",91047077,2002,NA,NA,NA,NA
"4384","The Second Best Exotic Marigold Hotel",2448,"FoxS",33078266,2015,NA,NA,NA,NA
"4385","The Secret Garden",2581,"WB",31181347,1993,NA,NA,NA,NA
"4386","The Secret in their Eyes (2015)",3391,"STX",20180155,2015,NA,NA,NA,NA
"4387","The Secret Life of Bees",2180,"FoxS",37770162,2008,NA,NA,NA,NA
"4388","The Secret Life of Pets",41,"Uni.",368384330,2016,"4 wins & 15 nominations.","Animation, Adventure, Comedy","61","6.5"
"4389","The Secret Life of Walter Mitty",1396,"Fox",58236838,2013,NA,NA,NA,NA
"4390","The Secret of My Success",1180,"Uni.",66995879,1987,NA,NA,NA,NA
"4391","The Secret of NIMH",3994,"MGM",14665733,1982,NA,NA,NA,NA
"4392","The Secret World of Arrietty",3480,"BV",19202743,2012,NA,NA,NA,NA
"4393","The Seduction",4449,"Emb",11378339,1982,NA,NA,NA,NA
"4394","The Seduction of Joe Tynan",3446,"Uni.",19595168,1979,NA,NA,NA,NA
"4395","The Seeker: The Dark Is Rising",4835,"Fox",8794452,2007,NA,NA,NA,NA
"4396","The Sentinel",2267,"Fox",36280697,2006,NA,NA,NA,NA
"4397","The Serpent and the Rainbow",3447,"Uni.",19595031,1988,NA,NA,NA,NA
"4398","The Seventh Sign",3510,"TriS",18875011,1988,NA,NA,NA,NA
"4399","The Shack",1423,"LG/S",57386418,2017,"1 nomination.","Drama, Fantasy","32","6.3"
"4400","The Shadow",2519,"Uni.",32063435,1994,NA,NA,NA,NA
"4401","The Shaggy Dog",1316,"BV",61123569,2006,NA,NA,NA,NA
"4402","The Shallows",1490,"Sony",55124043,2016,NA,NA,NA,NA
"4403","The Shape of Water",1259,"FoxS",63859435,2017,NA,NA,NA,NA
"4404","The Shawshank Redemption",2756,"Col.",28341469,1994,NA,NA,NA,NA
"4405","The Shining",1869,"WB",44360123,1980,NA,NA,NA,NA
"4406","The Shipping News",4445,"Mira.",11434216,2001,NA,NA,NA,NA
"4407","The Shootist",4949,"Par.",8091910,1976,NA,NA,NA,NA
"4408","The Siege",2011,"Fox",40981289,1998,NA,NA,NA,NA
"4409","The Silence of the Lambs",444,"Orion",130742922,1991,"Won 5 Oscars. Another 54 wins & 44 nominations.","Crime, Drama, Thriller","85","8.6"
"4410","The Simpsons Movie",232,"Fox",183135014,2007,"Nominated for 1 Golden Globe. Another 5 wins & 33 nominations.","Animation, Adventure, Comedy","80","7.3"
"4411","The Sisterhood of the Traveling Pants",2108,"WB",39053061,2005,NA,NA,NA,NA
"4412","The Sisterhood of the Traveling Pants 2",1877,"WB",44089964,2008,NA,NA,NA,NA
"4413","The Sitter",2631,"Fox",30441326,2011,NA,NA,NA,NA
"4414","The Sixth Sense",81,"BV",293506292,1999,"Nominated for 6 Oscars. Another 32 wins & 48 nominations.","Drama, Mystery, Thriller","64","8.1"
"4415","The Skeleton Key",1738,"Uni.",47907715,2005,NA,NA,NA,NA
"4416","The Skulls",2339,"Uni.",35046120,2000,NA,NA,NA,NA
"4417","The Smurfs",379,"Sony",142614158,2011,"2 wins & 8 nominations.","Animation, Adventure, Comedy","30","5.5"
"4418","The Smurfs 2",1099,"Sony",71017784,2013,NA,NA,NA,NA
"4419","The Smurfs and the Magic Flute",4474,"Atl",11234220,1983,NA,NA,NA,NA
"4420","The Social Network",734,"Sony",96962694,2010,NA,NA,NA,NA
"4421","The Soloist",2546,"P/DW",31720158,2009,NA,NA,NA,NA
"4422","The Sorcerer's Apprentice",1283,"BV",63150991,2010,NA,NA,NA,NA
"4423","The Sound of Music",314,"Fox",158671368,1965,"Won 5 Oscars. Another 12 wins & 13 nominations.","Biography, Drama, Family","63","8.0"
"4424","The Space Between Us",4990,"STX",7885294,2017,"4 nominations.","Adventure, Drama, Romance, Sci-Fi","33","6.4"
"4425","The Spanish Prisoner",4727,"SPC",9584314,1998,NA,NA,NA,NA
"4426","The Specialist",1425,"WB",57362582,1994,NA,NA,NA,NA
"4427","The Spiderwick Chronicles",1095,"Par.",71195053,2008,NA,NA,NA,NA
"4428","The Spirit",3425,"LGF",19806188,2008,NA,NA,NA,NA
"4429","The Spitfire Grill",4269,"Sony",12658486,1996,NA,NA,NA,NA
"4430","The SpongeBob Movie: Sponge Out of Water",301,"Par.",162994032,2015,"1 win & 9 nominations.","Animation, Adventure, Comedy","62","6.0"
"4431","The SpongeBob SquarePants Movie",851,"Par.",85417988,2004,NA,NA,NA,NA
"4432","The Spy Next Door",3037,"LGF",24307086,2010,NA,NA,NA,NA
"4433","The Spy Who Dumped Me",2419,"LGF",33562069,2018,NA,NA,NA,NA
"4434","The Spy Who Loved Me",1779,"UA",46838673,1977,NA,NA,NA,NA
"4435","The Star",2020,"Sony",40852824,2017,NA,NA,NA,NA
"4436","The Stepfather (2009)",2711,"SGem",29062561,2009,NA,NA,NA,NA
"4437","The Stepford Wives",1367,"Par.",59484742,2004,NA,NA,NA,NA
"4438","The Sting",321,"Uni.",1.56e+08,1973,"Won 7 Oscars. Another 11 wins & 6 nominations.","Comedy, Crime, Drama","80","8.3"
"4439","The Story of Us",2820,"Uni.",27100031,1999,NA,NA,NA,NA
"4440","The Strangers",1570,"Rog.",52597610,2008,NA,NA,NA,NA
"4441","The Substitute",3969,"Orion",14818176,1996,NA,NA,NA,NA
"4442","The Sum of All Fears",533,"Par.",118907036,2002,NA,NA,NA,NA
"4443","The Super",4503,"Fox",11000863,1991,NA,NA,NA,NA
"4444","The Sure Thing",3583,"MGM",18135531,1985,NA,NA,NA,NA
"4445","The Survivors",4096,"Col.",1.4e+07,1983,NA,NA,NA,NA
"4446","The Swan Princess",4703,"NL",9771658,1994,NA,NA,NA,NA
"4447","The Sweetest Thing",3013,"Sony",24718164,2002,NA,NA,NA,NA
"4448","The Switch",2784,"Mira.",27779426,2010,NA,NA,NA,NA
"4449","The Sword and the Sorcerer",2104,"Gr1",39103425,1982,NA,NA,NA,NA
"4450","The Sword in the Stone (Re-issue)",4367,"BV",1.2e+07,1983,NA,NA,NA,NA
"4451","The Tailor of Panama",4127,"Sony",13729742,2001,NA,NA,NA,NA
"4452","The Taking of Pelham 1 2 3",1215,"Sony",65452312,2009,NA,NA,NA,NA
"4453","The Tale of Despereaux",1634,"Uni.",50877145,2008,NA,NA,NA,NA
"4454","The Talented Mr. Ripley",919,"Par.",81298265,1999,NA,NA,NA,NA
"4455","The Ten Commandments",1214,"Par.",65500000,1956,NA,NA,NA,NA
"4456","The Terminal",974,"DW",77872883,2004,NA,NA,NA,NA
"4457","The Terminator",2138,"Orion",38371200,1984,NA,NA,NA,NA
"4458","The Texas Chainsaw Massacre",932,"NL",80571655,2003,NA,NA,NA,NA
"4459","The Texas Chainsaw Massacre",2605,"N/A",30859000,1974,NA,NA,NA,NA
"4460","The Texas Chainsaw Massacre 2",4964,"Can.",8025872,1986,NA,NA,NA,NA
"4461","The Texas Chainsaw Massacre: The Beginning",2084,"NL",39517763,2006,NA,NA,NA,NA
"4462","The Theory of Everything",2286,"Focus",35893537,2014,NA,NA,NA,NA
"4463","The Thin Red Line",2256,"Fox",36400491,1998,NA,NA,NA,NA
"4464","The Thing (1982)",3444,"Uni.",19629760,1982,NA,NA,NA,NA
"4465","The Thing (2011)",3730,"Uni.",16928670,2011,NA,NA,NA,NA
"4466","The Thirteenth Floor",4377,"Sony",11916661,1999,NA,NA,NA,NA
"4467","The Thomas Crown Affair",1138,"MGM",69305181,1999,NA,NA,NA,NA
"4468","The Three Musketeers (1993)",1526,"BV",53898845,1993,NA,NA,NA,NA
"4469","The Three Musketeers (2011)",3362,"Sum.",20374484,2011,NA,NA,NA,NA
"4470","The Three Stooges",1870,"Fox",44338224,2012,NA,NA,NA,NA
"4471","The Tigger Movie",1821,"BV",45554533,2000,NA,NA,NA,NA
"4472","The Time Machine",1443,"DW",56832494,2002,NA,NA,NA,NA
"4473","The Time Traveler's Wife",1272,"WB (NL)",63414846,2009,NA,NA,NA,NA
"4474","The Tourist",1160,"Sony",67631157,2010,NA,NA,NA,NA
"4475","The Towering Inferno",556,"Fox",1.16e+08,1974,NA,NA,NA,NA
"4476","The Town",774,"WB",92186262,2010,NA,NA,NA,NA
"4477","The Toy",1767,"Col.",47118057,1982,NA,NA,NA,NA
"4478","The Transporter",2961,"Fox",25296447,2002,NA,NA,NA,NA
"4479","The Transporter Refueled",3827,"EC",16029670,2015,NA,NA,NA,NA
"4480","The Tree of Life",4177,"FoxS",13303319,2011,NA,NA,NA,NA
"4481","The Truman Show",485,"Par.",125618201,1998,"Nominated for 3 Oscars. Another 38 wins & 65 nominations.","Comedy, Drama, Sci-Fi","90","8.1"
"4482","The Truth About Cats & Dogs",2349,"Fox",34861807,1996,NA,NA,NA,NA
"4483","The Turning Point",2901,"Fox",25933445,1977,NA,NA,NA,NA
"4484","The Tuxedo",1654,"DW",50547998,2002,NA,NA,NA,NA
"4485","The Twilight Saga: Breaking Dawn Part 1",94,"Sum.",281287133,2011,NA,NA,NA,NA
"4486","The Twilight Saga: Breaking Dawn Part 2",84,"LG/S",292324737,2012,NA,NA,NA,NA
"4487","The Twilight Saga: Eclipse",78,"Sum.",300531751,2010,"22 wins & 34 nominations.","Adventure, Drama, Fantasy, Romance","58","5.0"
"4488","The Twilight Saga: New Moon",79,"Sum.",296623634,2009,"20 wins & 24 nominations.","Adventure, Drama, Fantasy","44","4.7"
"4489","The Two Jakes",4676,"Par.",10005969,1990,NA,NA,NA,NA
"4490","The Ugly Truth",816,"Sony",88915214,2009,NA,NA,NA,NA
"4491","The Unbearable Lightness of Being",4675,"Orion",10006806,1988,NA,NA,NA,NA
"4492","The Unborn (2009)",1944,"Uni.",42670410,2009,NA,NA,NA,NA
"4493","The Uninvited",2741,"P/DW",28596818,2009,NA,NA,NA,NA
"4494","The Untouchables",996,"Par.",76270454,1987,NA,NA,NA,NA
"4495","The Upside of Anger",3522,"NL",18761993,2005,NA,NA,NA,NA
"4496","The Usual Suspects",3102,"Gram.",23341568,1995,NA,NA,NA,NA
"4497","The Vanishing",4009,"Fox",14543394,1993,NA,NA,NA,NA
"4498","The Verdict",1524,"Fox",53977250,1982,NA,NA,NA,NA
"4499","The Village",569,"BV",114197520,2004,NA,NA,NA,NA
"4500","The Visit",1222,"Uni.",65206105,2015,NA,NA,NA,NA
"4501","The Visitor",4747,"Over.",9427089,2008,NA,NA,NA,NA
"4502","The Vow",494,"SGem",125014030,2012,NA,NA,NA,NA
"4503","The Walk",4647,"TriS",10137502,2015,NA,NA,NA,NA
"4504","The War",3731,"Uni.",16928556,1994,NA,NA,NA,NA
"4505","The War of the Roses",837,"Fox",86888546,1989,NA,NA,NA,NA
"4506","The Warriors",3165,"Par.",22490039,1979,NA,NA,NA,NA
"4507","The Wash",4654,"Lions",10097538,2001,NA,NA,NA,NA
"4508","The Watch",2315,"Fox",35353000,2012,NA,NA,NA,NA
"4509","The Watcher",2717,"Uni.",28946615,2000,NA,NA,NA,NA
"4510","The Water Horse: Legend of the Deep",2014,"SonR",40946255,2007,NA,NA,NA,NA
"4511","The Waterboy",307,"BV",161491646,1998,"6 wins & 6 nominations.","Comedy, Sport","41","6.1"
"4512","The Way We Were",1842,"Col.",4.5e+07,1973,NA,NA,NA,NA
"4513","The Way, Way Back",3244,"FoxS",21506546,2013,NA,NA,NA,NA
"4514","The Weather Man",4296,"Par.",12482775,2005,NA,NA,NA,NA
"4515","The Wedding Date",2545,"Uni.",31726995,2005,NA,NA,NA,NA
"4516","The Wedding Planner",1334,"Sony",60400856,2001,NA,NA,NA,NA
"4517","The Wedding Ringer",1243,"SGem",64460211,2015,NA,NA,NA,NA
"4518","The Wedding Singer",937,"NL",80245725,1998,NA,NA,NA,NA
"4519","The Whole Nine Yards",1429,"WB",57262492,2000,NA,NA,NA,NA
"4520","The Whole Ten Yards",3785,"WB",16328471,2004,NA,NA,NA,NA
"4521","The Wicker Man",3077,"WB",23649127,2006,NA,NA,NA,NA
"4522","The Wild",2203,"BV",37384046,2006,NA,NA,NA,NA
"4523","The Wild Life",4498,"Uni.",11020375,1984,NA,NA,NA,NA
"4524","The Wild Life (2016)",4972,"LG/S",8005586,2016,NA,NA,NA,NA
"4525","The Wild Thornberrys",2059,"Par.",40108697,2002,NA,NA,NA,NA
"4526","The Wings of the Dove",4130,"Mira.",13692848,1997,NA,NA,NA,NA
"4527","The Witch",2974,"A24",25138705,2016,NA,NA,NA,NA
"4528","The Witches",4606,"WB",10360553,1990,NA,NA,NA,NA
"4529","The Witches of Eastwick",1263,"WB",63766510,1987,NA,NA,NA,NA
"4530","The Wiz",3300,"Uni.",21049053,1978,NA,NA,NA,NA
"4531","The Wizard",4050,"Uni.",14278900,1989,NA,NA,NA,NA
"4532","The Wizard of Oz",3181,"MGM",22342633,1939,NA,NA,NA,NA
"4533","The Wolf of Wall Street",549,"Par.",116900694,2013,NA,NA,NA,NA
"4534","The Wolfman",1299,"Uni.",61979680,2010,NA,NA,NA,NA
"4535","The Wolverine",434,"Fox",132556852,2013,"2 wins & 11 nominations.","Action, Adventure, Fantasy","61","6.7"
"4536","The Woman in Black",1514,"CBS",54333290,2012,NA,NA,NA,NA
"4537","The Woman in Black 2: Angel of Death",2864,"Rela.",26501323,2015,NA,NA,NA,NA
"4538","The Woman in Red",2960,"Orion",25308147,1984,NA,NA,NA,NA
"4539","The Women (2008)",2833,"PicH",26902075,2008,NA,NA,NA,NA
"4540","The Wood",2988,"Par.",25059640,1999,NA,NA,NA,NA
"4541","The Words",4435,"CBS",11494838,2012,NA,NA,NA,NA
"4542","The World's End",2898,"Focus",26004851,2013,NA,NA,NA,NA
"4543","The World According to Garp",2684,"WB",29712172,1982,NA,NA,NA,NA
"4544","The World Is Not Enough",476,"MGM",126943684,1999,"7 wins & 12 nominations.","Action, Adventure, Thriller","57","6.4"
"4545","The Wrestler",2884,"FoxS",26238243,2008,NA,NA,NA,NA
"4546","The X-Files",874,"Fox",83898313,1998,NA,NA,NA,NA
"4547","The X-Files: I Want to Believe",3312,"Fox",20982478,2008,NA,NA,NA,NA
"4548","The Year of Living Dangerously",4618,"WB",10278575,1983,NA,NA,NA,NA
"4549","The Young Victoria",4502,"App.",11001272,2009,NA,NA,NA,NA
"4550","The Zookeeper's Wife",3640,"Focus",17571660,2017,"2 wins & 3 nominations.","Biography, Drama, History","57","7.0"
"4551","Thelma and Louise",1830,"MGM",45360915,1991,NA,NA,NA,NA
"4552","There's Something About Mary",256,"Fox",176484651,1998,"Nominated for 2 Golden Globes. Another 17 wins & 15 nominations.","Comedy, Romance","69","7.1"
"4553","There Will Be Blood",2052,"ParV",40222514,2007,NA,NA,NA,NA
"4554","They Call Me Bruce",3734,"FVI",16894678,1982,NA,NA,NA,NA
"4555","They Live",4226,"Uni.",13008928,1988,NA,NA,NA,NA
"4556","Thief",4436,"MGM",11492915,1981,NA,NA,NA,NA
