rank,title,studio,lifetime_gross,year
4434,Army of Darkness,Uni.,11502976,1993
4435,The Words,CBS,11494838,2012
4436,Thief,MGM,11492915,1981
4437,The River,Uni.,11489982,1984
4438,Das Boot,Col.,11487676,1982
4439,The Beautician and the Beast,Par.,11486880,1997
4440,Something New,Focus,11468568,2006
4441,Material Girls,MGM,11449638,2006
4442,Moon Over Parador,Uni.,11444204,1988
4443,The Ref,BV,11439193,1994
4444,Double Team,Sony,11438337,1997
4445,The Shipping News,Mira.,11434216,2001
4446,The Powerpuff Girls Movie,WB,11412414,2002
4447,Cops and Robbersons,TriS,11391093,1994
4448,Jennifer 8,Par.,11390479,1992
4449,The Seduction,Emb,11378339,1982
4450,Thumbelina,WB,11373501,1994
4451,Unforgettable (2017),WB,11368012,2017
4452,The Legacy,Uni.,11364985,1979
4453,Opportunity Knocks,Uni.,11359129,1990
4454,Balto,Uni.,11348324,1995
4455,Career Opportunities,Uni.,11336986,1991
4456,Manhattan Murder Mystery,TriS,11330911,1993
4457,Out of the Furnace,Rela.,11330849,2013
4458,Antitrust,MGM,11328094,2001
4459,Extreme Prejudice,TriS,11307844,1987
4460,Casanova,BV,11304403,2005
4461,Tank,Uni.,11302884,1984
4462,Ready to Wear,Mira.,11300653,1994
4463,Who's the Man?,NL,11299730,1993
4464,The Lives of Others,SPC,11286112,2007
4465,One Good Cop,BV,11276846,1991
4466,Lords of Dogtown,Sony,11273517,2005
4467,Chill Factor,WB,11263966,1999
4468,Brotherhood of the Wolf,Uni.,11260096,2002
4469,Cyberworld 3-D (IMAX),Imax,11253900,2000
4470,Spirited Away,BV,11252650,2002
4471,Island of Lemurs: Madagascar (IMAX),WB,11243321,2014
4472,Bobby,MGM/W,11242801,2006
4473,Jane Eyre,Focus,11242660,2011
4474,The Smurfs and the Magic Flute,Atl,11234220,1983
4475,"The Adventures of Priscilla, Queen of the Desert",Gram.,11220670,1994
4476,Q & A,TriS,11207891,1990
4477,Deep Rising,BV,11203026,1998
4478,"Be Kind, Rewind",NL,11175164,2008
4479,For Love or Money,Uni.,11146270,1993
4480,Return to Oz,BV,11137801,1985
4481,2 Days in the Valley,MGM,11132210,1996
4482,Falling in Love,Par.,11129057,1984
4483,V.I. Warshawski,BV,11128309,1991
4484,Whispers in the Dark,Par.,11124511,1992
4485,The Danish Girl,Focus,11114018,2015
4486,Hard to Hold,Uni.,11113806,1984
4487,Cafe Society,LGF,11103205,2016
4488,Big Trouble in Little China,Fox,111e5,1986
4489,Ragtime,Par.,11099118,1981
4490,Michael Collins,WB,11092559,1996
4491,Mad Dog and Glory,Uni.,11081586,1993
4492,My Family,NL,11079373,1995
4493,Wild Orchid,Triu,11060485,1990
4494,In the Land of Women,WB,11052958,2007
4495,Krush Groove,WB,11052713,1985
4496,House of Flying Daggers,SPC,11050094,2004
4497,Mrs. Henderson Presents,Wein.,11036366,2005
4498,The Wild Life,Uni.,11020375,1984
4499,Doomsday,Rog.,11008770,2008
4500,The Couch Trip,Lori,11005304,1988
4501,The Astronaut Farmer,WB,11003643,2007
4502,The Young Victoria,App.,11001272,2009
4503,The Super,Fox,11000863,1991
4504,The Mirror Crack'd,AFD,11e6,1980
4505,The Last Flight of Noah's Ark,BV,11e6,1980
4506,"Give 'Em Hell, Harry!",N/A,11e6,1975
4507,Hang 'em High,UA,11e6,1968
4508,Adrenaline Rush: The Science of Risk (IMAX),GSF,10994028,2002
4509,Who's Harry Crumb?,TriS,10982364,1989
4510,Dragon Wars,Free,10977721,2007
4511,The Man Who Loved Women,Col.,10964231,1983
4512,Moment by Moment,Uni.,10963824,1978
4513,Nuns on the Run,Fox,10959015,1990
4514,What the #$*! Do We Know?!,CLD,10942306,2004
4515,Pride and Prejudice and Zombies,SGem,10938134,2016
4516,Leave It to Beaver,Uni.,10925060,1997
4517,Cookie's Fortune,Oct.,10920544,1999
4518,Stop-Loss,Par.,10915744,2008
4519,The Englishman Who Went Up a Hill But Came Down a Mountain,Mira.,10904930,1995
4520,Dead Man Down,FD,10895295,2013
4521,The Pink Panther (1964),UA,10878107,1964
4522,Narrow Margin,TriS,10873237,1990
4523,Victory,Par.,10853418,1981
4524,Rollover,WB,10851261,1981
4525,The End of the Affair,Sony,10827816,1999
4526,Office Space,Fox,10827810,1999
4527,Extract,Mira.,10823158,2009
4528,Moving,WB,10815378,1988
4529,Gotcha!,Uni.,10806919,1985
4530,Hell Fest,LGF,10780674,2018
4531,Dracula: Dead and Loving It,Sony,10772144,1995
4532,Gettysburg,NL,10769960,1993
4533,New York Stories,BV,10763469,1989
4534,Missing in Action II: The Beginning,Can.,10755447,1985
4535,The Darkness,BH Tilt,10753574,2016
4536,Stay Tuned,WB,10736401,1992
4537,Abandon,Par.,10727683,2002
4538,Belle,FoxS,10726630,2014
4539,Glengarry Glen Ross,NL,10725228,1992
4540,The Drop,FoxS,10724389,2014
4541,Drive Angry,Sum.,10721033,2011
4542,The Beguiled (2017),Focus,10709995,2017
4543,The Fiendish Plot of Dr. Fu Manchu,WB,10697276,1980
4544,Robocop 3,Orion,10696210,1993
4545,Deconstructing Harry,FL,10686841,1997
4546,Fear and Loathing in Las Vegas,Uni.,10680275,1998
4547,Hercules (1983),MGM,10676194,1983
4548,The Astronaut's Wife,NL,10672566,1999
4549,Universal Soldier: The Return,Sony,10667893,1999
4550,The Gunman,ORF,10664749,2015
4551,Nocturnal Animals,Focus,10663357,2016
4552,Island of the Sharks (IMAX),Imax,10658505,1999
4553,Two If by Sea,WB,10658278,1996
4554,The Package,Orion,10647219,1989
4555,The Purple Rose of Cairo,Orion,10631333,1985
4556,Moving Violations,Fox,10627754,1985
4557,Wolfen,WB,10626725,1981
4558,P.K.,UTV,10616104,2014
4559,The Dark Half,Orion,10611160,1993
4560,After Hours,WB,10609321,1985
4561,The House on Sorority Row,FVI,10604986,1983
4562,Broadway Danny Rose,Orion,10600497,1984
4563,Play Misty for Me,Uni.,106e5,1971
4564,Beautiful Girls,Mira.,10597759,1996
4565,Primeval,BV,10597734,2007
4566,Not Easily Broken,SGem,10572742,2009
4567,Drop Dead Gorgeous,NL,10571408,1999
4568,Three to Tango,WB,10570375,1999
4569,Husbands and Wives,TriS,10555619,1992
4570,We're No Angels,Par.,10555348,1989
4571,Jonah Hex,WB,10547117,2010
4572,Mad City,WB,10541523,1997
4573,Magic in the Moonlight,SPC,10539326,2014
4574,Where the Boys Are (1984),TriS,1053e4,1984
4575,Scoop,Focus,10525717,2006
4576,Here on Earth,Fox,10522168,2000
4577,Sabotage (2014),ORF,10508518,2014
4578,Getaway (2013),WB,10501938,2013
4579,American Ninja,Can.,10499694,1985
4580,Iron Eagle II,TriS,10497324,1988
4581,Silent Rage,Col.,10490791,1982
4582,Light of Day,TriS,10489617,1987
4583,Camp Nowhere,BV,10475705,1994
4584,Narc,Par.,10465659,2002
4585,Home Fries,WB,10459961,1998
4586,The Newton Boys,Fox,10452012,1998
4587,A Rage in Harlem,Mira.,10438504,1991
4588,Thief of Hearts,Par.,10435015,1984
4589,Interiors,UA,10432366,1978
4590,Moms' Night Out,TriS,10429707,2014
4591,The Brothers McMullen,FoxS,10426506,1995
4592,I'll Do Anything,Col.,10424645,1994
4593,Head Over Heels,Uni.,10424470,2001
4594,Savannah Smiles,Emb,10413170,1982
4595,Raise Your Voice,NL,10411980,2004
4596,Roving Mars (IMAX),BV,10407978,2006
4597,Operation Condor,Mira.,10405394,1997
4598,Fiddler on the Roof,UA,10404330,1971
4599,The Perfect Score,Par.,10391003,2004
4600,Stardust Memories,UA,10389003,1980
4601,The Scarlet Letter,BV,10382407,1995
4602,Live By Night,WB,10378555,2016
4603,Doctor Detroit,Uni.,10375893,1983
4604,Deal of the Century,WB,10369581,1983
4605,U2 3D,NGE,10363341,2008
4606,The Witches,WB,10360553,1990
4607,The Man with Two Brains,WB,10353438,1983
4608,Disorderlies,WB,10348437,1987
4609,Look Who's Talking Now,TriS,10340263,1993
4610,Pandorum,Over.,10330853,2009
4611,Straw Dogs (2011),SGem,10324441,2011
4612,Knock Off,Sony,10319915,1998
4613,I Got the Hook-Up!,Mira.,10317779,1998
4614,La Vie en Rose,PicH,10301706,2007
4615,Better Off Dead,WB,10297601,1985
4616,White Squall,BV,10292300,1996
4617,Shopgirl,BV,10284523,2005
4618,The Year of Living Dangerously,WB,10278575,1983
4619,Someone to Watch Over Me,Col.,10278549,1987
4620,Whiteout,WB,10275638,2009
4621,The Boondock Saints II: All Saints Day,App.,10273188,2009
4622,Santa Vs. the Snowman (IMAX),Imax,10259134,2002
4623,Kinsey,FoxS,10254979,2004
4624,House of the Dead,Art.,10249719,2003
4625,Pathfinder: Legend of the Ghost Warrior,Fox,10232081,2007
4626,The Miracle Season,Mirr/LD,10230620,2018
4627,Air Bud: Golden Receiver,Mira.,10224116,1998
4628,In the Mix,Lions,10223896,2005
4629,Unfinished Business,Fox,10219501,2015
4630,Brainstorm,MGM,10219460,1983
4631,Sorority Boys,BV,10200032,2002
4632,The Intouchables (U.S.-only),Wein.,10198820,2012
4633,You So Crazy,Gold.,10184701,1994
4634,Win Win,FoxS,10179275,2011
4635,Lost in America,WB,10179e3,1985
4636,Facing the Giants,IDP,10178331,2006
4637,Lovesick,WB,10171304,1983
4638,Domino,NL,10169202,2005
4639,The Great Raid,Mira.,10167373,2005
4640,The Belko Experiment,BH Tilt,10166820,2017
4641,Cyborg,Can.,10166459,1989
4642,Sunset Park,Sony,10163782,1996
4643,Henry V,Gold.,10161099,1989
4644,Bats,Dest.,10155690,1999
4645,The Fountain,WB,10144010,2006
4646,Hoodwinked Too! Hood vs. Evil,Wein.,10143779,2011
4647,The Walk,TriS,10137502,2015
4648,Prom,BV,10130219,2011
4649,Swimming Pool,Focus,10130108,2003
4650,A Family Thing,MGM,10125417,1996
4651,Brokedown Palace,Fox,10115013,1999
4652,Possession (2002),Focus,10113733,2002
4653,Buddy,Sony,10113400,1997
4654,The Wash,Lions,10097538,2001
4655,The Girl with the Dragon Tattoo,MBox,10095170,2010
4656,Under the Cherry Moon,WB,10090429,1986
4657,Pulse: A Stomp Odyssey (IMAX),GSF,10086514,2002
4658,Mrs. Winterbourne,Sony,10082005,1996
4659,Shakedown,Uni.,10068039,1988
4660,Boiling Point,WB,10058318,1993
4661,National Lampoon's Class Reunion,Fox,10054150,1982
4662,Marshall,ORF,10051659,2017
4663,Cry Wolf,Rog.,10047674,2005
4664,Lucky Numbers,Par.,10042516,2000
4665,Godzilla 2000,Sony,10037390,2000
4666,What's Eating Gilbert Grape,Par.,10032765,1993
4667,Next Day Air,Sum.,10027047,2009
4668,Dirty Work,MGM,10023282,1998
4669,The Lady in the Van,SPC,10021175,2015
4670,Hope and Glory,Col.,10021120,1987
4671,Cutthroat Island,MGM,10017322,1995
4672,A Little Princess,WB,10015449,1995
4673,Penelope,Sum.,10011996,2008
4674,BRATZ,LGF,10010209,2007
4675,The Unbearable Lightness of Being,Orion,10006806,1988
4676,The Two Jakes,Par.,10005969,1990
4677,Terror in the Aisles,Uni.,10004817,1984
4678,Once Bitten,Gold.,1e7,1985
4679,The Hollywood Knights,Col.,1e7,1980
4680,Nashville,Par.,9984123,1975
4681,Lassie,Par.,9979683,1994
4682,Criminal Law,Hemd,9974446,1989
4683,Dudley Do-Right,Uni.,9974410,1999
4684,Murphy's Law,Can.,9947631,1986
4685,Brazil,Uni.,9929135,1985
4686,Immortal Beloved,Sony,9914409,1994
4687,Straight Time,WB,99e5,1978
4688,Very Bad Things,Poly,9898412,1998
4689,The Onion Field,AVCO,9890597,1979
4690,Night Falls on Manhattan,Par.,9889670,1997
4691,Miami Blues,Orion,9888167,1990
4692,Explorers,Par.,9873044,1985
4693,Dunston Checks In,Fox,9871065,1996
4694,Serial,Par.,9870727,1980
4695,Maid to Order,NCeV,9868521,1987
4696,Jade,Par.,9851610,1995
4697,La Grande Seduction,Ode.,9844180,2003
4698,3 Strikes,MGM,9832166,2000
4699,Hanky Panky,Col.,9823934,1982
4700,"He Said, She Said",Par.,9804775,1991
4701,Bad Dreams,Fox,9797098,1988
4702,The Express,Uni.,9793406,2008
4703,The Swan Princess,NL,9771658,1994
4704,Everyone Says I Love You,Mira.,9759200,1996
4705,The Hidden,NL,9747988,1987
4706,Amos & Andrew,Col.,9745803,1993
4707,Rendition,NL,9736045,2007
4708,Cloak and Dagger,Uni.,9719952,1984
4709,Somewhere in Time,Uni.,9709597,1980
4710,Flesh and Bone,Par.,9709451,1993
4711,The Journey of Natty Gann,BV,9708373,1985
4712,Blue Valentine,Wein.,9706328,2010
4713,Space Camp,Fox,9697739,1986
4714,Duplex,Mira.,9692135,2003
4715,The Butcher's Wife,Par.,9689816,1991
4716,Simone,NL,9688676,2002
4717,The Baby-Sitters Club,Sony,9685976,1995
4718,The Perfect Match,LGF,9669521,2016
4719,I Don't Know How She Does It,Wein.,9662284,2011
4720,Country,BV,964e4,1984
4721,Belly,Art.,9639390,1998
4722,Popstar: Never Stop Never Stopping,Uni.,9639125,2016
4723,Without a Trace,Fox,9632062,1983
4724,Digimon: The Movie,Fox,9631153,2000
4725,Wrongfully Accused,WB,9623329,1998
4726,Comes a Horseman,MGM,9585769,1978
4727,The Spanish Prisoner,SPC,9584314,1998
4728,Carbon Copy,Emb,9566593,1981
4729,Scenes From a Mall,BV,9563393,1991
4730,Midnight Sun,Global Road,9561064,2018
4731,Fair Game (2010),Sum.,9540691,2010
4732,She's the One,FoxS,9538948,1996
4733,Thank You for Your Service (2017),Uni.,9536300,2017
4734,Death Sentence,Fox,9534258,2007
4735,Matinee,Uni.,9532895,1993
4736,From the Hip,DEG,9518342,1987
4737,Smart People,Mira.,9511289,2008
4738,Shall We Dance?,Mira.,9499091,1997
4739,The Red Violin,Lions,9495408,1998
4740,Chaplin,TriS,9493259,1992
4741,Bullet to the Head,WB,9489829,2013
4742,Guilty by Suspicion,WB,9480198,1991
4743,Away We Go,Focus,9451946,2009
4744,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Col.,9440272,1964
4745,Once,FoxS,9439923,2007
4746,Sleepover,MGM,9436390,2004
4747,The Visitor,Over.,9427089,2008
4748,Rock Dog,LG/S,9420546,2017
4749,Village of the Damned,Uni.,9418365,1995
4750,Fun Size,Par.,9409538,2012
4751,Angie,BV,9398308,1994
4752,Black Snake Moan,ParV,9396870,2007
4753,Fierce Creatures,Uni.,9381260,1997
4754,Tuff Turf,Orion,9369329,1985
4755,Dragonball Evolution,Fox,9362785,2009
4756,The Frisco Kid,WB,9346177,1979
4757,Hellraiser 4: Bloodline,Mira.,9336886,1996
4758,Tully (2018),Focus,9334930,2018
4759,We're Back! A Dinosaur's Story,Uni.,9317021,1993
4760,Bobby Deerfield,Col.,93e5,1977
4761,Talk to Her,SPC,9285469,2002
4762,Lost in Yonkers,Col.,9285189,1993
4763,Ringmaster,Art.,9257103,1998
4764,Celtic Pride,BV,9255027,1996
4765,Hardcore Henry,STX,9252038,2016
4766,Dark Blue,UA,9250301,2003
4767,Havana,Uni.,9243140,1990
4768,Mrs. Brown,Mira.,9229808,1997
4769,A Serious Man,Focus,9228768,2009
4770,Gladiator (1992),Col.,9223441,1992
4771,Super Babies: Baby Geniuses 2,Triu,9219388,2004
4772,Shoot the Moon,MGM,9217530,1982
4773,Everybody's Fine,Mira.,9208876,2009
4774,Bernie,MNE,9206470,2012
4775,Return of the Living Dead 2,Lori,9205924,1988
4776,Bad Boys (1983),Uni.,9190819,1983
4777,Body Parts,Par.,9188150,1991
4778,Traffik,LGF,9186156,2018
4779,The Four Horsemen of the Apocalypse,MPC,9183673,1921
4780,You Can Count on Me,ParC,9183362,2000
4781,Tyler Perry Presents Peeples,LGF,9177065,2013
4782,Get Low,SPC,9176933,2010
4783,A Mighty Heart,ParV,9176787,2007
4784,A Single Man,Wein.,9176e3,2009
4785,Pennies From Heaven,MGM,9171289,1981
4786,Ulee's Gold,MGM,9161691,1997
4787,Stone Cold,Col.,9151887,1991
4788,Switching Channels,TriS,9129999,1988
4789,Tap,TriS,9114702,1989
4790,Meet the Blacks,Free,9097072,2016
4791,Warlock,Trim.,9094451,1991
4792,Sweet Dreams,TriS,9085049,1985
4793,Le Divorce,FoxS,9081057,2003
4794,Un Gallo con Muchos Huevos,LGF,9080818,2015
4795,A Midsummer Night's Sex Comedy,WB,9077269,1982
4796,The Lobster (US Release),A24,9077245,2016
4797,Trail of the Pink Panther,MGM,9056073,1982
4798,First Daughter,Fox,9055921,2004
4799,Salmon Fishing in the Yemen,CBS,9047981,2012
4800,The Boy in the Striped Pajamas,Mira.,9046156,2008
4801,Conquest of the Planet of the Apes,Fox,9043472,1972
4802,Target,WB,9023199,1985
4803,Trippin',Oct.,9017070,1999
4804,The Ice Harvest,Focus,9016782,2005
4805,Transamerica,Wein.,9015303,2005
4806,Renegades,Uni.,9015164,1989
4807,White Sands,WB,9011574,1992
4808,Tribute,Fox,9e6,1980
4809,Saturn 3,AFD,9e6,1980
4810,Deadly Friend,WB,8988731,1986
4811,Aliens of the Deep (IMAX),BV,8968684,2005
4812,Alien Adventure (IMAX),NWav,8959784,1999
4813,Teaching Mrs. Tingle,Mira.,8951935,1999
4814,Saved!,UA,8940582,2004
4815,In the Mouth of Madness,NL,8924549,1995
4816,Bolero,Can.,8914881,1984
4817,The Next Karate Kid,Col.,8914777,1994
4818,Late for Dinner,Col.,8906823,1991
4819,The Formula,MGM,8894289,1980
4820,Salsa - The Motion Picture,Can.,8892589,1988
4821,"Mystery, Alaska",BV,8891623,1999
4822,Battle of the Year,SGem,8888355,2013
4823,The Inkwell,BV,8880705,1994
4824,White Fang II: Myth of the White Wolf,BV,8878839,1994
4825,Queen of Katwe,BV,8874389,2016
4826,Apt Pupil,Sony,8863193,1998
4827,Nightbreed,Fox,8862354,1990
4828,Battle for the Planet of the Apes,Fox,8844595,1973
4829,Movie 43,Rela.,8840453,2013
4830,The Deep End,FoxS,8823109,2001
4831,Ratchet & Clank,Focus,8821329,2016
4832,Body Double,Col.,8801940,1984
4833,Scandal,Mira.,88e5,1989
4834,Before and After,BV,8797839,1996
4835,The Seeker: The Dark Is Rising,Fox,8794452,2007
4836,Oxford Blues,MGM,8793152,1984
4837,Unfriended: Dark Web,BH Tilt,8783985,2018
4838,The Five Heartbeats,Fox,8750400,1991
4839,Mad Max,Film,875e4,1980
4840,Whatever It Takes,Sony,8745680,2000
4841,True Believer,Col.,8742750,1989
4842,Street Fighter: The Legend of Chun-Li,Fox,8742261,2009
4843,Suspect Zero,Par.,8725813,2004
4844,John Carpenter's Ghosts of Mars,SGem,8709640,2001
4845,If You Could See What I Hear,JenF,8693512,1982
4846,Mischief,Fox,8692426,1985
4847,Clean and Sober,WB,8674093,1988
4848,Once Upon a Crime,MGM,8669847,1992
4849,Bingo,TriS,8667684,1991
4850,My Life in Ruins,FoxS,8665206,2009
4851,The Puppet Masters,BV,8647042,1994
4852,The Man with One Red Shoe,Fox,8645411,1985
4853,That Was Then... This Is Now,Par.,8630068,1985
4854,Secret Admirer,Orion,8622757,1985
4855,Manhunter,DEG,8620929,1986
4856,All Dogs Go to Heaven 2,MGM,8620678,1996
4857,The Bounty,Orion,8613462,1984
4858,U2: Rattle and Hum,Par.,8600823,1988
4859,Boat Trip,Art.,8600126,2003
4860,Pollock,SPC,8598593,2000
4861,An Unfinished Life,Mira.,8586392,2005
4862,Death at a Funeral (2007),MGM,8580428,2007
4863,The Lost City of Z,BST,8580410,2017
4864,High Spirits,TriS,8578231,1988
4865,Strange Brew,MGM,8571374,1983
4866,Leprechaun,Trim.,8556940,1993
4867,Blue Velvet,DEG,8551228,1986
4868,Les Invasions Barbares,All.,8544975,2003
4869,The Rich Man's Wife,BV,8543587,1996
4870,The Care Bears Movie 2,Col.,8540346,1986
4871,Without a Clue,Orion,8539181,1988
4872,Ski Patrol,Triu,8533973,1990
4873,The Big Brawl,WB,8527743,1980
4874,MacGruber,Uni.,8525600,2010
4875,The Quiet Ones,LGF,8509867,2014
4876,Troop Beverly Hills,Col.,8508843,1989
4877,Stick,Uni.,8489518,1985
4878,Nothing But Trouble,WB,8479793,1991
4879,Wise Guys,MGM,8475466,1986
4880,Legends of Oz: Dorothy's Return,CE,8462027,2014
4881,Tender Mercies,Uni.,8443124,1983
4882,Bebe's Kids,Par.,8442162,1992
4883,Play It to the Bone,BV,8434146,1999
4884,1984,Gold.,8430492,1984
4885,The Awakening,WB,8415112,1980
4886,Amy,A24,8413144,2015
4887,Pushing Tin,Fox,8408835,1999
4888,Dr. Giggles,Uni.,8403433,1992
4889,Sex Drive,Sum.,8402485,2008
4890,Twice in a Lifetime,Bud,8402424,1985
4891,Something Wicked This Way Comes,BV,84e5,1983
4892,Meteor,AIP,84e5,1979
4893,The Importance of Being Earnest,Mira.,8384929,2002
4894,The Last Temptation of Christ,Uni.,8373585,1988
4895,Smoke,Mira.,8367636,1995
4896,Death to Smoochy,WB,8364691,2002
4897,Turbo: A Power Rangers Movie,Fox,8363899,1997
4898,Something Wild,Orion,8362969,1986
4899,Twin Dragons,Mira.,8359717,1999
4900,Mr. Jones,TriS,8345845,1993
4901,My Life as a Dog,Skou,8345266,1987
4902,A Simple Wish,Uni.,8345056,1997
4903,Return to Paradise,Poly,8341087,1998
4904,Tenacious D in: The Pick of Destiny,NL,8334575,2006
4905,The Man,NL,8330720,2005
4906,Lipstick,Par.,8328666,1976
4907,Mandela: Long Walk to Freedom,Wein.,8323085,2013
4908,Larger Than Life,MGM,8315693,1996
4909,Johnny English Reborn,Uni.,8305970,2011
4910,The Love Letter,DW,8302478,1999
4911,Shadow of the Vampire,Lions,8293784,2000
4912,The Cooler,Lions,8291572,2003
4913,Reckless,MGM,8289916,1984
4914,The Fish That Saved Pittsburgh,MGM,8281246,1979
4915,Deadly Blessing,MGM,8279042,1981
4916,All About My Mother,SPC,8272296,1999
4917,Early Man,LGF,8267544,2018
4918,Cry-Baby,Uni.,8266343,1990
4919,Satisfaction,Fox,8253123,1988
4920,Christopher Columbus: The Discovery,WB,8251071,1992
4921,The Blob,TriS,8247943,1988
4922,Tall Tale,BV,8247627,1995
4923,The Promise (2017),ORF,8224288,2017
4924,Sidney Sheldon's Bloodline,Par.,8218695,1979
4925,Blue Steel,MGM,8217997,1990
4926,Black Robe,Gold.,8211952,1991
4927,"Whose Life Is It, Anyway?",MGM,8206145,1981
4928,Lucas,Fox,82e5,1986
4929,Cadillac Records,Sony,8195551,2008
4930,Bajrangi Bhaijaan,Eros,8178001,2015
4931,Nick of Time,Par.,8175346,1995
4932,Firestorm,Fox,8165212,1998
4933,Cheetah,BV,8153677,1989
4934,Deepstar Six,TriS,8143225,1989
4935,Funny About Love,Par.,8141292,1990
4936,Code Name: The Cleaner,NL,8135024,2007
4937,Delta Farce,LGF,8130530,2007
4938,Dead Bang,WB,8125592,1989
4939,Prince of the City,WB,8124257,1981
4940,Mad Hot Ballroom,ParC,8117961,2005
4941,Hoot,NL,8117637,2006
4942,The Road,W/Dim.,8117e3,2009
4943,Before Midnight,SPC,8114627,2013
4944,Dirty Pretty Things,Mira.,8112414,2003
4945,Inherent Vice,WB,8110975,2014
4946,A Cure for Wellness,Fox,8106986,2017
4947,The Philadelphia Experiment,NW,8103330,1984
